iter	RMSE
431	0.3553130319
432	0.3553052921
433	0.3553011465
434	0.3552917479
435	0.3552860633
436	0.3552835597
437	0.3552780607
438	0.355270249
439	0.3552639411
440	0.3552571055
441	0.355255159
442	0.3552525985
443	0.3552457678
444	0.3552398885
445	0.3552349149
446	0.355222315
447	0.3552165988
448	0.3552033047
449	0.3551962608
450	0.3551916359
451	0.3551877053
452	0.3551824946
453	0.3551781688
454	0.3551718123
455	0.3551629016
456	0.3551561586
457	0.3551535377
458	0.3551481078
459	0.3551432915
460	0.3551328672
461	0.3551273548
462	0.3551212602
463	0.3551159563
464	0.3551121665
465	0.3551034527
466	0.3550963302
467	0.3550896213
468	0.355087054
469	0.3550839079
470	0.3550817343
471	0.3550729652
472	0.3550685688
473	0.3550621445
474	0.3550544795
475	0.3550501197
476	0.3550450227
477	0.3550354497
478	0.3550301367
479	0.355020783
480	0.3550141348
481	0.3550096822
482	0.3550059033
483	0.3549962667
484	0.3549945695
485	0.3549909802
486	0.3549819402
487	0.3549725514
488	0.3549685082
489	0.3549657596
490	0.3549585655
491	0.3549560576
492	0.3549544681
493	0.3549435526
494	0.354936977
495	0.3549306568
496	0.3549244203
497	0.3549202877
498	0.35491529
499	0.3549101005
500	0.3549034342
501	0.3549006041
502	0.3548901022
503	0.3548836096
504	0.3548777731
505	0.354871596
506	0.3548632947
507	0.3548584631
508	0.3548537231
509	0.3548499748
510	0.35484528
511	0.3548410035
512	0.3548374554
513	0.3548337126
514	0.3548285724
515	0.3548239172
516	0.3548188624
517	0.3548087024
518	0.3548040084
519	0.3547985336
520	0.3547959819
521	0.3547879137
522	0.3547859455
523	0.3547800902
524	0.3547745879
525	0.3547700689
526	0.3547625288
527	0.3547581591
528	0.3547547858
529	0.3547514103
530	0.3547451072
531	0.3547411656
532	0.3547377157
533	0.3547344347
534	0.3547286699
535	0.3547240784
536	0.3547220738
537	0.3547152949
538	0.3547061273
539	0.3547011007
540	0.3546980165
541	0.3546889155
542	0.3546798897
543	0.3546767392
544	0.3546705157
545	0.3546675291
546	0.354663165
547	0.3546602409
548	0.3546555807
549	0.3546520244
550	0.3546466073
551	0.3546429878
552	0.354640055
553	0.3546337462
554	0.3546271035
555	0.3546249094
556	0.354620287
557	0.354617406
558	0.3546078504
559	0.3546039687
560	0.3546007015
561	0.354594392
562	0.3545897505
563	0.3545870278
564	0.3545827723
565	0.3545778137
566	0.3545725284
567	0.3545700017
568	0.3545669839
569	0.3545587384
570	0.3545557831
571	0.3545518375
572	0.3545451583
573	0.3545371499
574	0.3545300895
575	0.3545219709
576	0.3545171352
577	0.3545125531
578	0.354506645
579	0.354500964
580	0.3544918054
581	0.3544818892
582	0.3544772943
583	0.3544706689
584	0.3544672101
585	0.3544612338
586	0.354447246
587	0.3544407892
588	0.354437621
589	0.3544309245
590	0.3544254225
591	0.3544195662
592	0.3544109962
593	0.3544047024
594	0.3543989986
595	0.3543888488
596	0.3543865227
597	0.3543801514
598	0.3543732226
599	0.3543646088
600	0.3543551288
601	0.354348337
602	0.3543429036
603	0.3543385757
604	0.3543342733
605	0.3543253554
606	0.3543224669
607	0.3543093132
608	0.3543058556
609	0.3543028875
610	0.3542985712
611	0.3542952814
612	0.3542936865
613	0.3542883463
614	0.3542836365
615	0.3542792728
616	0.3542717722
617	0.354263262
618	0.3542549609
619	0.3542501212
620	0.3542464835
621	0.3542328087
622	0.3542288506
623	0.3542236467
624	0.3542202523
625	0.3542139846
626	0.3542027314
627	0.3541963279
628	0.3541922732
629	0.3541810645
630	0.3541746055
631	0.3541708008
632	0.3541555985
633	0.3541487014
634	0.3541428075
635	0.3541332747
636	0.354130487
637	0.3541176529
638	0.354111518
639	0.354102255
640	0.3540956745
641	0.3540837771
642	0.3540771222
643	0.3540682537
644	0.3540643562
645	0.3540535128
646	0.3540452083
647	0.354041275
648	0.3540354211
649	0.3540289639
650	0.3540257987
651	0.3540164693
652	0.3540109742
653	0.3540010349
654	0.3539925231
655	0.3539885135
656	0.3539831025
657	0.3539749759
658	0.3539694512
659	0.3539589949
660	0.3539551975
661	0.3539509927
662	0.3539452544
663	0.3539409449
664	0.3539298901
665	0.3539246908
666	0.3539202193
667	0.3539143022
668	0.3539081675
669	0.3538987002
670	0.3538901858
671	0.3538812043
672	0.3538725162
673	0.3538686434
674	0.3538635756
675	0.3538574832
676	0.3538552278
677	0.3538497349
678	0.3538459175
679	0.353843007
680	0.3538371162
681	0.3538336214
682	0.3538277533
683	0.3538203317
684	0.3538141397
685	0.3538109459
686	0.3538028764
687	0.3537928666
688	0.353787441
689	0.3537797132
690	0.3537727335
691	0.3537643225
692	0.3537573612
693	0.3537523188
694	0.3537479048
695	0.3537383285
696	0.3537317472
697	0.3537235891
698	0.3537166526
699	0.3537098955
700	0.3537033107
701	0.3536937767
702	0.3536845599
703	0.3536723377
704	0.3536610211
705	0.3536544176
706	0.3536453082
707	0.3536392077
708	0.3536303425
709	0.3536239092
710	0.3536186164
711	0.3536120223
712	0.3536057853
713	0.3536009167
714	0.3535940301
715	0.3535901472
716	0.3535834128
717	0.3535776281
718	0.3535715922
719	0.3535650553
720	0.3535588114
721	0.3535514506
722	0.353542904
723	0.353537344
724	0.3535320143
725	0.3535275132
726	0.3535179501
727	0.3535096229
728	0.3535049713
729	0.3534986277
730	0.3534924422
731	0.3534836618
732	0.3534775129
733	0.3534715544
734	0.3534645675
735	0.3534593194
736	0.353451301
737	0.3534474547
